pre3change,curChange,nextChange
0.0052099999999997149,0.015249999999999986,-1
0.022739999999999982,-0.00069999999999992291,1
0.014550000000000063,0.0043400000000002326,1
0.0036400000000003097,0.009099999999999886,-1
0.013440000000000119,-0.0078900000000001747,1
0.0012099999999997113,0.014140000000000263,1
0.0062500000000000888,0.014699999999999935,1
0.028840000000000199,0.0019000000000000128,-1
0.016599999999999948,-0.0062100000000000488,1
-0.004310000000000036,0.008879999999999999,-1
0.0026699999999999502,-0.0086299999999999155,-1
0.00025000000000008349,-0.0056100000000001149,-1
-0.01424000000000003,-0.020220000000000127,1
-0.025830000000000242,0.0001100000000000545,1
-0.020110000000000072,0.0079200000000001491,1
0.0080300000000002036,0.0018000000000000238,-1
0.0097200000000001729,-0.024130000000000207,1
-0.022330000000000183,0.00099000000000026844,1
-0.023139999999999938,0.010479999999999823,-1
0.011470000000000091,-0.0048600000000000865,1
0.0056199999999997363,0.010399999999999965,1
0.0055399999999998784,0.0015100000000001224,-1
0.011910000000000087,-0.0046200000000000685,-1
-0.0031099999999999461,-0.0069099999999997497,-1
-0.011529999999999818,-0.0080700000000000216,-1
-0.014979999999999771,-0.0026400000000001977,1
-0.010710000000000219,0.015670000000000073,1
0.013029999999999875,0.0046200000000000685,1
0.020290000000000141,0.010639999999999761,1
0.015259999999999829,0.0010600000000000609,1
0.011699999999999822,0.0053000000000000824,1
0.0063600000000001433,0.0036100000000001131,-1
0.0089100000000001955,-0.0021800000000002928,-1
0.0014299999999998203,-0.010759999999999659,-1
-0.012939999999999952,-0.0098900000000001764,1
-0.020649999999999835,0.0026100000000000012,-1
-0.0072800000000001752,-0.010219999999999896,-1
-0.0076099999999998946,-0.0047400000000001885,-1
-0.014960000000000084,-0.017329999999999846,-1
-0.022070000000000034,-0.0049200000000000355,1
-0.022249999999999881,0.028040000000000065,-1
0.023120000000000029,-0.010780000000000012,-1
0.017260000000000053,-0.00082000000000004292,-1
-0.011600000000000055,-0.0026599999999998847,-1
-0.0034799999999999276,-7.000000000023654e-05,1
-0.0027300000000001212,0.004470000000000196,1
0.0043999999999999595,0.0090500000000000025,1
0.013520000000000199,0.014739999999999975,-1
0.023789999999999978,-0.0049500000000000099,1
0.0097899999999999654,0.0008099999999999774,1
-0.0041400000000000325,0.00063999999999997392,1
0.0014499999999999513,0.013490000000000002,-1
0.014129999999999976,-0.014710000000000001,-1
-0.0012199999999999989,-0.0034400000000001096,1
-0.01815000000000011,0.0070300000000000917,-1
0.0035899999999999821,-0.004290000000000127,-1
0.0027399999999999647,-0.0081299999999999706,-1
-0.012420000000000098,-0.0088699999999999335,1
-0.016999999999999904,0.016539999999999999,-1
0.0076700000000000657,-0.027430000000000065,1
-0.010890000000000066,0.020220000000000127,1
-0.0072099999999999387,0.0030799999999999716,-1
0.023300000000000098,-0.013210000000000166,1
-0.010130000000000194,0.0178400000000003,-1
0.004630000000000134,-0.021680000000000144,1
-0.0038399999999998435,0.0077300000000000146,1
-0.013950000000000129,0.0033799999999999386,1
0.011109999999999953,0.0035000000000000586,1
0.0068799999999999972,0.015390000000000015,-1
0.018890000000000073,-0.0056899999999999729,1
0.0097000000000000419,0.0047399999999999665,-1
-0.00095000000000000639,-0.013120000000000021,1
-0.0083800000000000541,0.0098099999999998744,-1
-0.0033100000000001462,-0.0028399999999999537,-1
0.0069699999999999207,-0.00091999999999980986,1
-0.0037599999999997635,0.0080799999999998651,-1
0.0071600000000000552,-0.0030200000000000227,-1
0.0050599999999998424,-0.0019899999999999363,1
-0.0050099999999999589,0.011030000000000095,-1
0.009040000000000159,-0.0017800000000001148,1
0.0092499999999999805,0.0035800000000001386,-1
0.0018000000000000238,-0.0077100000000001057,-1
-0.004129999999999967,-0.0075499999999999456,-1
-0.015260000000000051,-0.0095499999999999474,-1
-0.017099999999999893,-0.0062300000000001798,-1
-0.015780000000000127,-0.0057799999999998963,-1
-0.012010000000000076,-0.0079299999999999926,-1
-0.013709999999999889,-0.0059599999999999653,1
-0.013889999999999958,0.0071199999999997932,-1
0.0011599999999998278,-0.019129999999999869,-1
-0.012010000000000076,-0.022620000000000084,-1
-0.041749999999999954,-0.0080099999999998506,1
-0.030629999999999935,0.0055399999999998784,1
-0.0024699999999999722,0.004390000000000116,1
0.0099299999999999944,0.0066100000000000048,1
0.011000000000000121,0.013199999999999878,-1
0.019809999999999883,-0.0093099999999999294,-1
0.0038899999999999491,-0.010590000000000099,-1
-0.019900000000000029,-0.0059199999999999253,1
-0.016510000000000025,0.0083899999999998975,-1
0.0024699999999999722,-0.012789999999999857,-1
-0.0043999999999999595,-0.0073400000000001242,-1
-0.020129999999999981,-0.0026399999999999757,1
-0.0099800000000000999,0.0038199999999999346,-1
0.0011799999999999589,-0.0021299999999999653,1
0.0016899999999999693,0.009039999999999937,-1
0.0069099999999999717,-0.0062599999999999323,1
0.0027800000000000047,0.0072499999999999787,-1
0.0009900000000000464,-0.022689999999999877,-1
-0.015439999999999898,-0.0011100000000001664,-1
-0.023800000000000043,-0.016719999999999846,1
-0.017830000000000013,0.012660000000000116,1
-0.0040599999999997305,0.0027099999999997681,1
0.015369999999999884,0.0082900000000001306,-1
0.010999999999999899,-0.004610000000000003,1
0.0036800000000001276,0.0018899999999999473,1
-0.0027200000000000557,0.02267000000000019,1
0.024560000000000137,0.00067999999999979188,1
0.023349999999999982,0.014480000000000048,-1
0.01515999999999984,-0.0025900000000000922,1
0.011889999999999956,0.012470000000000203,-1
0.0098800000000001109,-0.00038000000000026901,-1
0.012089999999999934,-0.012769999999999726,-1
-0.013149999999999995,-0.0013200000000002099,1
-0.014089999999999936,0.0035000000000000586,1
0.0021799999999998487,0.0026999999999999247,1
0.0061999999999999833,0.009220000000000228,-1
0.011920000000000153,-0.0036300000000002441,1
0.0055899999999999839,0.0069500000000000117,-1
0.0033199999999997676,-0.0019599999999997397,-1
0.004990000000000272,-0.0014600000000000168,1
-0.0034199999999997566,0.031309999999999949,-1
0.029849999999999932,-0.0054400000000001114,-1
0.025869999999999838,-0.00058000000000002494,-1
-0.0060200000000001364,-0.027909999999999879,-1
-0.028489999999999904,-0.016280000000000072,1
-0.044189999999999952,0.0051600000000000534,1
-0.011120000000000019,0.0065199999999998592,-1
0.011679999999999913,-0.0022199999999998887,1
0.0042999999999999705,0.051239999999999952,-1
0.049020000000000064,-0.05147999999999997,-1
-0.00024000000000001798,-0.0011599999999998278,1
-0.052639999999999798,0.0055699999999998528,-1
0.004410000000000025,-0.029100000000000126,1
-0.023530000000000273,0.0068800000000002193,1
-0.022219999999999906,0.015700000000000047,1
0.022580000000000267,0.0017899999999999583,-1
0.017490000000000006,-0.016410000000000036,-1
-0.014620000000000077,-0.0095799999999999219,-1
-0.025989999999999958,-0.0070500000000000007,1
-0.016629999999999923,0.0014099999999996893,1
-0.0056400000000003114,0.0053400000000001224,1
0.0067499999999998117,0.0013099999999999223,-1
0.0066500000000000448,-0.0049799999999999844,1
-0.0036700000000000621,0.0030200000000002447,-1
-0.0019599999999997397,-0.016930000000000112,-1
-0.013909999999999867,-0.00063999999999997392,-1
-0.017570000000000086,-0.010250000000000092,1
-0.010890000000000066,0.0073299999999998366,1
-0.0029200000000002557,0.00013000000000018552,1
0.0074600000000000222,0.0020000000000000018,1
0.0021300000000001873,0.010709999999999997,1
0.012709999999999999,0.0020700000000000163,-1
0.012780000000000014,-0.0070100000000001828,1
-0.0049400000000001665,0.0025900000000003143,-1
-0.0044199999999998685,-0.0021400000000002528,1
0.00045000000000006146,0.00078000000000022496,1
-0.0013600000000000279,0.0013699999999998713,-1
0.0021500000000000963,-0.0072499999999999787,1
-0.0058800000000001074,0.0040900000000001491,-1
-0.0031599999999998296,-0.0013900000000002244,-1
0.0026999999999999247,-0.020379999999999843,-1
-0.021770000000000067,-0.01330000000000009,-1
-0.033679999999999932,-0.0050600000000000644,1
-0.018360000000000154,0.0036800000000001276,1
-0.0013799999999999368,0.0022199999999998887,-1
0.0059000000000000163,-0.00063999999999997392,-1
0.0015799999999999148,-0.0039400000000000546,1
-0.0045800000000000285,0.0084400000000000031,-1
0.0044999999999999485,-0.0036700000000000621,1
0.004769999999999941,0.00069000000000030148,-1
-0.0029799999999997606,-0.00056000000000011596,-1
0.00013000000000018552,-0.00036000000000013799,1
-0.00092000000000025395,0.0012499999999999734,1
0.00088999999999983537,0.0013600000000002499,-1
0.0026100000000002233,-0.0083100000000000396,-1
-0.0069499999999997897,-0.0034000000000000696,1
-0.011710000000000109,0.00059999999999993392,-1
-0.0028000000000001357,-0.0011799999999999589,-1
-0.00058000000000002494,-0.0010900000000000354,1
-0.0022699999999999942,0.011709999999999887,-1
0.010619999999999852,-0.011479999999999935,-1
0.00022999999999995246,-0.014569999999999972,-1
-0.026049999999999907,-0.0071600000000000552,-1
-0.021730000000000027,-0.003989999999999938,1
-0.011149999999999993,0.0089700000000001445,1
0.0049800000000002065,0.00021999999999988695,-1
0.0091900000000000315,-0.0063299999999999468,1
-0.0061100000000000598,0.010610000000000008,-1
0.0042800000000000615,-0.013820000000000165,-1
-0.0032100000000001572,-0.0027899999999998482,1
-0.016610000000000014,0.00024999999999986144,1
-0.0025399999999999867,0.00890000000000013,1
0.0091499999999999915,0.011299999999999866,1
0.020199999999999996,0.011400000000000077,-1
0.022699999999999942,-0.0044999999999999485,-1
0.0069000000000001283,-0.0033799999999999386,1
-0.0078799999999998871,0.012579999999999814,1
0.0091999999999998749,0.0017000000000002569,1
0.01428000000000007,0.0068999999999999062,1
0.0086000000000001631,0.00059999999999993392,1
0.0074999999999998401,0.011270000000000113,-1
0.011870000000000047,-0.0011000000000001009,-1
0.010170000000000012,-0.0067699999999999427,-1
-0.0078700000000000436,-0.0050000000000001155,1
-0.011770000000000058,0.0080000000000000071,-1
0.0029999999999998916,-0.0023999999999999577,1
0.0056000000000000494,0.00059999999999993392,-1
-0.0018000000000000238,-0.0026999999999999247,-1
-0.0020999999999999908,-9.9999999999988987e-05,1
-0.0027999999999999137,0.013800000000000034,-1
0.013700000000000045,-0.0010000000000001119,1
0.012799999999999923,0.0034000000000000696,-1
0.0023999999999999577,-0.011500000000000066,1
-0.0080999999999999961,0.0069500000000000117,-1
-0.004550000000000054,-0.0066500000000000448,-1
0.00029999999999996696,-0.0045999999999999375,-1
-0.011249999999999982,-0.0067999999999999172,1
-0.011399999999999855,0.0071000000000001062,1
0.000300000000000189,0.0027999999999999137,1
0.0099000000000000199,0.0065399999999999903,1
0.0093399999999999039,0.00085999999999986088,-1
0.0073999999999998511,-9.9999999999988987e-05,1
0.00075999999999987189,0.0017000000000000348,1
0.0016000000000000458,0.012599999999999945,1
0.014299999999999979,0.0084000000000001851,1
0.02100000000000013,0.00094999999999978435,-1
0.0093499999999999694,-0.0073499999999999677,1
-0.0064000000000001833,0.0064000000000001833,-1
-0.00094999999999978435,-0.013400000000000079,-1
-0.0069999999999998952,-0.0012900000000000134,-1
-0.014690000000000092,-0.010769999999999946,-1
-0.01205999999999996,-0.0018400000000000638,1
-0.01261000000000001,0.0031900000000000261,-1
0.0013499999999999623,-0.010529999999999928,1
-0.0073399999999999022,0.0037000000000000366,1
-0.0068299999999998917,0.012479999999999825,-1
0.016179999999999861,-0.015949999999999909,1
-0.0034700000000000841,0.00079999999999991189,1
-0.015149999999999997,0.0024100000000000232,-1
0.0032099999999999351,-0.0066399999999999793,-1
-0.004229999999999956,-0.00507000000000013,1
-0.011710000000000109,0.004870000000000152,1
-0.00019999999999997797,0.0087299999999999045,1
0.013600000000000056,0.0011300000000000754,1
0.0098599999999999799,0.0059700000000000308,-1
0.0071000000000001062,-0.0012900000000000134,-1
0.0046800000000000175,-0.0012000000000000899,-1
-0.0024900000000001032,-0.0013499999999999623,1
-0.0025500000000000522,0.0068600000000000882,1
0.0055100000000001259,0.0017299999999997873,1
0.0085899999999998755,0.0072300000000002917,-1
0.008960000000000079,-0.0038300000000002221,-1
0.0034000000000000696,-0.00037999999999982492,-1
-0.004210000000000047,-0.0016800000000001258,1
-0.0020599999999999508,0.0038499999999999091,1
0.0021699999999997832,0.0021100000000000563,-1
0.0059599999999999653,-0.004069999999999796,-1
-0.0019599999999997397,-0.0079700000000000326,-1
-0.012039999999999829,-0.0097600000000002129,-1
-0.017730000000000246,-0.0076899999999999746,1
-0.017450000000000188,0.0034500000000001751,-1
-0.0042399999999997995,-0.0010300000000000864,1
0.0024200000000000887,0.0021500000000000963,-1
0.0011200000000000099,-0.0026600000000001067,1
-0.00051000000000001044,0.0028299999999998882,1
0.00016999999999978144,0.0076800000000001312,-1
0.010510000000000019,-0.010969999999999924,-1
-0.0032899999999997931,-0.0032799999999999496,1
-0.014249999999999874,0.008639999999999981,-1
0.0053600000000000314,-0.00039000000000011248,-1
0.0082499999999998685,-0.00086000000000008292,1
-0.0012500000000001954,0.0016700000000000603,1
0.0008099999999999774,0.0083200000000001051,-1
0.0099900000000001654,-0.00097000000000013742,-1
0.0073499999999999677,-0.0053399999999999004,1
-0.0063100000000000378,0.0039800000000000946,1
-0.0013599999999998058,0.0027799999999997826,-1
0.0067599999999998772,-0.0031899999999998041,1
-0.00041000000000002146,0.0061399999999998123,-1
0.0029500000000000082,-0.0011399999999999189,1
0.0049999999999998934,8.9999999999923475e-05,-1
-0.0010499999999999954,-0.00037999999999982492,-1
-0.00028999999999990145,-0.0084600000000001341,-1
-0.008839999999999959,-0.00014999999999987246,-1
-0.0086100000000000065,-0.0067600000000000993,-1
-0.0069099999999999717,-0.012179999999999858,1
-0.018939999999999957,0.0094699999999998674,-1
-0.0027099999999999902,-0.0058500000000001329,-1
0.0036199999999997345,-0.0065299999999999248,-1
-0.012380000000000058,-0.00018000000000006899,-1
-0.0067099999999999937,-0.0014299999999998203,-1
-0.0016099999999998893,-0.0018899999999999473,-1
-0.0033199999999997676,-0.0072400000000001352,-1
-0.0091300000000000825,-0.009240000000000137,-1
-0.016480000000000272,-0.0017799999999998928,-1
-0.01102000000000003,-0.0034000000000000696,1
-0.0051799999999999624,0.0098500000000001364,-1
0.0064500000000000668,-0.00075000000000002842,1
0.009100000000000108,0.0034000000000000696,-1
0.0026500000000000412,-0.012739999999999974,-1
-0.0093399999999999039,-0.009300000000000086,-1
-0.02204000000000006,-0.0050600000000000644,-1
-0.01436000000000015,-0.0019499999999998963,1
-0.0070099999999999607,0.0051299999999998569,-1
0.0031799999999999606,-0.0028500000000000192,-1
0.0022799999999998377,-0.0052699999999998859,-1
-0.0081199999999999051,-0.011900000000000022,-1
-0.017169999999999908,-0.00075000000000002842,1
-0.01265000000000005,0.0075400000000001022,-1
0.0067900000000000738,-0.0035799999999999166,1
0.0039600000000001856,0.0094999999999998419,-1
0.0059199999999999253,-0.0043800000000000505,1
0.0051199999999997914,0.012670000000000181,-1
0.0082900000000001306,-0.0014100000000001334,-1
0.011260000000000048,-0.0044999999999999485,1
-0.0059100000000000819,0.012720000000000065,-1
0.0082200000000001161,-0.018020000000000147,1
-0.0053000000000000824,0.0039200000000001456,1
-0.014100000000000001,0.0061799999999998523,1
0.010099999999999998,0.0061500000000000998,1
0.012329999999999952,0.0010499999999999954,1
0.0072000000000000952,0.0066299999999999137,-1
0.0076799999999999091,-0.012819999999999832,1
-0.0061899999999999178,0.011089999999999822,1
-0.0017300000000000093,0.0010200000000000209,-1
0.012109999999999843,-0.014939999999999953,1
-0.013919999999999932,0.0022199999999998887,-1
-0.012720000000000065,-0.0032099999999999351,-1
-0.0009900000000000464,-0.0036699999999998401,-1
-0.0068799999999997752,-0.00096000000000007191,-1
-0.004629999999999912,-0.0022699999999999942,-1
-0.0032300000000000662,-0.0028300000000001102,1
-0.0051000000000001044,0.022440000000000015,-1
0.019609999999999905,-0.0010299999999998644,-1
0.021410000000000151,-0.0069700000000001427,1
-0.0080000000000000071,0.0020000000000000018,-1
-0.004970000000000141,-0.0078000000000000291,-1
-0.0058000000000000274,-0.013619999999999965,-1
-0.021419999999999995,-0.010380000000000056,-1
-0.024000000000000021,-0.0016499999999999293,1
-0.012029999999999985,0.004389999999999894,-1
0.0027399999999999647,-0.0061799999999998523,-1
-0.0017899999999999583,-0.0009200000000000319,-1
-0.0070999999999998842,-0.0043800000000000505,1
-0.0053000000000000824,0.0050400000000001555,-1
0.00066000000000010495,-0.00031000000000003247,1
0.004730000000000123,0.0023100000000000342,1
0.0020000000000000018,0.0020000000000000018,-1
0.004310000000000036,-0.00080000000000013394,-1
0.0011999999999998678,-0.0025999999999999357,-1
-0.0034000000000000696,-0.0099000000000000199,-1
-0.012499999999999956,-0.0029299999999998771,-1
-0.012829999999999897,-0.0012700000000001044,-1
-0.0041999999999999815,-0.0053000000000000824,1
-0.0065700000000001868,0.008599999999999941,1
0.0032999999999998586,0.013200000000000101,1
0.021800000000000042,0.0040000000000000036,-1
0.017200000000000104,-0.0016700000000000603,-1
0.0023299999999999432,-0.0048299999999998899,1
-0.0064999999999999503,0.0043999999999999595,-1
-0.00042999999999993044,-0.0068999999999999062,-1
-0.0024999999999999467,-0.0048000000000001375,1
-0.011700000000000044,0.020499999999999963,1
0.015699999999999825,0.0040999999999999925,-1
0.024599999999999955,-0.0030999999999998806,1
0.0010000000000001119,9.9999999999988987e-05,-1
-0.0029999999999998916,-0.0032000000000000917,-1
-0.0031000000000001027,-0.0060999999999999943,-1
-0.009300000000000086,-0.0014999999999998348,-1
-0.0075999999999998291,-0.0014400000000001079,1
-0.0029399999999999427,0.0057400000000000784,-1
0.0042999999999999705,-0.0014000000000000679,-1
0.0043400000000000105,-0.0032000000000000917,1
-0.0046000000000001595,0.0069000000000001283,-1
0.0037000000000000366,-0.0021999999999999797,-1
0.0047000000000001485,-8.9999999999923475e-05,1
-0.0022899999999999032,0.0013899999999997803,1
0.0012999999999998568,0.012400000000000189,1
0.013789999999999969,0.0058999999999997943,1
0.018299999999999983,0.0034000000000000696,-1
0.0092999999999998639,-0.0051999999999998714,-1
-0.0017999999999998018,-0.00060000000000015596,-1
-0.0058000000000000274,-0.00079999999999991189,1
-0.0014000000000000679,0.0065999999999999392,-1
0.0058000000000000274,-0.0033000000000000806,1
0.0032999999999998586,0.00050000000000016698,1
-0.0027999999999999137,0.0038199999999999346,-1
0.0043200000000001015,-1.9999999999908979e-05,1
0.0038000000000000256,0.0012899999999997913,-1
0.0012699999999998823,-0.0052399999999999114,1
-0.0039500000000001201,0.0066700000000001758,1
0.0014300000000002644,0.0030199999999998006,1
0.0096899999999999764,0.018430000000000168,-1
0.021449999999999969,-0.0019700000000000273,-1
0.016460000000000141,-0.0037000000000000366,1
-0.0056700000000000639,0.0092999999999998639,1
0.0055999999999998273,0.0047000000000001485,1
0.014000000000000012,0.00869999999999993,1
0.013400000000000079,0.01419999999999999,-1
0.02289999999999992,-0.0013499999999999623,-1
0.012850000000000028,-0.0001500000000000945,-1
-0.0015000000000000568,-0.0069999999999998952,1
-0.0071499999999999897,0.00029999999999996696,-1
-0.0066999999999999282,-0.0080999999999999961,1
-0.0078000000000000291,0.0015000000000000568,-1
-0.0065999999999999392,-0.0012200000000002209,-1
0.00027999999999983594,-0.0036799999999996835,-1
-0.0048999999999999044,-0.0026000000000001577,-1
-0.0062799999999998413,-0.0030999999999998806,1
-0.0057000000000000384,0.0039999999999997815,-1
0.00089999999999990088,-0.0055999999999998273,-1
-0.0016000000000000458,-0.0049799999999999844,1
-0.010579999999999812,0.0079799999999998761,1
0.0029999999999998916,0.0029000000000001247,-1
0.010880000000000001,-0.00080000000000013394,1
0.0020999999999999908,0.010900000000000132,1
0.010099999999999998,0.0020999999999999908,-1
0.013000000000000123,-0.0022900000000001253,-1
-0.00019000000000013451,-0.0049099999999999699,-1
-0.0072000000000000952,-0.0082999999999999741,-1
-0.013209999999999944,-0.0033000000000000806,1
-0.011600000000000055,0.0079000000000000181,1
0.0045999999999999375,0.0022999999999999687,-1
0.010199999999999987,-0.0018199999999999328,1
0.00048000000000003595,0.0011200000000000099,1
-0.00069999999999992291,0.015200000000000102,1
0.016320000000000112,0.0019000000000000128,-1
0.017100000000000115,-0.0048000000000001375,-1
-0.0029000000000001247,-0.0043999999999999595,-1
