date,high,low,close,change,最近N1个交易日的最高点,最近N2个交易日的最低点,当天的仓位,资金指数
2013-01-04,2296.11,2256.56,2276.99,0.00346564847818,2296.11,2256.56,,
2013-01-07,2293.32,2266.86,2285.36,0.00367678059475,2296.11,2256.56,,
2013-01-08,2289.14,2262.98,2276.07,-0.00406674822917,2296.11,2256.56,,
2013-01-09,2283.9,2259.05,2275.34,-0.000320728272856,2296.11,2256.56,,
2013-01-10,2295.48,2268.65,2283.66,0.00365571738729,2296.11,2256.56,,
2013-01-11,2290.21,2234.95,2243.0,-0.017805205508,2296.11,2234.95,,
2013-01-14,2317.62,2235.11,2311.74,0.0306478341255,2317.62,2234.95,0.0,2269.12600691
2013-01-15,2332.78,2309.32,2325.68,0.0060309550382,2332.78,2234.95,1.0,2282.81100383
2013-01-16,2326.76,2279.51,2309.5,-0.00695838898009,2332.78,2234.95,1.0,2266.9263169
2013-01-17,2305.6,2275.88,2284.91,-0.0106473308713,2332.78,2234.95,1.0,2242.78960234
2013-01-18,2324.51,2285.97,2317.07,0.0140753964381,2332.78,2234.95,1.0,2274.35775512
2013-01-21,2329.58,2305.1,2328.22,0.00481254342769,2332.78,2234.95,1.0,2285.30320059
2013-01-22,2335.81,2301.3,2315.14,-0.00561888239991,2335.81,2234.95,1.0,2272.46235066
2013-01-23,2325.12,2296.49,2320.91,0.00249315483865,2335.81,2234.95,1.0,2278.12795116
2013-01-24,2362.94,2287.3,2302.6,-0.00789043612616,2362.94,2234.95,1.0,2260.15252808
2013-01-25,2308.38,2288.26,2291.3,-0.00490489438452,2362.94,2234.95,1.0,2249.06671863
2013-01-28,2346.92,2295.35,2346.51,0.0240915216837,2362.94,2234.95,1.0,2303.25015825
2013-01-29,2363.8,2337.35,2358.98,0.00531513889806,2363.8,2234.95,1.0,2315.49225276
2013-01-30,2383.76,2347.89,2382.48,0.00996109754355,2383.76,2234.95,1.0,2338.55709695
2013-01-31,2391.82,2371.23,2385.42,0.00123694897113,2391.82,2234.95,1.0,2341.44977275
2013-02-01,2421.15,2369.57,2419.02,0.014084719601,2421.15,2234.95,1.0,2374.42843626
2013-02-04,2440.38,2417.59,2428.15,0.00377590925251,2440.38,2234.95,1.0,2383.39406256
2013-02-05,2437.42,2403.3,2433.13,0.00204929341385,2440.38,2234.95,1.0,2388.27833631
2013-02-06,2441.73,2427.7,2434.48,0.000553607904222,2441.73,2234.95,1.0,2389.60050608
2013-02-07,2433.89,2394.22,2418.53,-0.00655048291687,2441.73,2234.95,1.0,2373.94746878
2013-02-08,2443.03,2414.4,2432.4,0.0057357154966,2443.03,2235.11,1.0,2387.56375607
2013-02-18,2444.8,2415.43,2421.56,-0.00445814466523,2444.8,2275.88,1.0,2376.91965145
2013-02-19,2427.08,2373.54,2382.91,-0.0159583210479,2444.8,2275.88,1.0,2338.98800454
2013-02-20,2397.94,2370.61,2397.18,0.00598594829692,2444.8,2275.88,1.0,2352.98906581
2013-02-21,2378.82,2309.17,2325.95,-0.0297128540309,2444.8,2285.97,1.0,2283.07504516
2013-02-22,2330.88,2308.76,2314.16,-0.0050676046056,2444.8,2287.3,1.0,2271.50532354
2013-02-25,2338.78,2315.01,2325.82,0.00503637598718,2444.8,2287.3,1.0,2282.94547841
2013-02-26,2340.71,2289.89,2293.34,-0.0139641132865,2444.8,2287.3,1.0,2251.06616912
2013-02-27,2324.63,2292.03,2313.22,0.00866813962686,2444.8,2287.3,1.0,2270.57872499
2013-02-28,2366.16,2308.92,2365.59,0.0226407345605,2444.8,2288.26,1.0,2321.9862952
2013-03-01,2369.65,2330.86,2359.51,-0.00257313916637,2444.8,2289.89,1.0,2316.01150132
2013-03-04,2333.54,2259.25,2273.4,-0.0364915367878,2444.8,2259.25,1.0,2231.49668242
2013-03-05,2328.14,2270.1,2326.31,0.0232699511393,2444.8,2259.25,0.0,2231.49668242
2013-03-06,2351.44,2321.6,2347.18,0.00897259431906,2444.8,2259.25,0.0,2231.49668242
2013-03-07,2352.02,2304.27,2324.29,-0.00975042806705,2444.8,2259.25,0.0,2231.49668242
2013-03-08,2333.67,2314.59,2318.61,-0.00244461434079,2444.8,2259.25,0.0,2231.49668242
2013-03-11,2320.96,2296.58,2310.59,-0.003458104874,2444.8,2259.25,0.0,2231.49668242
2013-03-12,2333.29,2264.83,2286.61,-0.0103817504857,2444.8,2259.25,0.0,2231.49668242
2013-03-13,2286.33,2253.25,2263.97,-0.00989982966013,2444.8,2253.25,0.0,2231.49668242
2013-03-14,2276.22,2253.31,2270.28,0.00278670016537,2444.8,2253.25,0.0,2231.49668242
2013-03-15,2312.08,2250.01,2278.4,0.00357841796398,2444.8,2250.01,0.0,2231.49668242
2013-03-18,2276.05,2239.21,2240.02,-0.0168473416225,2427.08,2239.21,0.0,2231.49668242
2013-03-19,2261.31,2232.02,2257.43,0.00777583731545,2397.94,2232.02,0.0,2231.49668242
2013-03-20,2317.86,2257.42,2317.37,0.0265522712956,2378.82,2232.02,0.0,2231.49668242
2013-03-21,2330.81,2311.6,2324.24,0.00296369942875,2369.65,2232.02,0.0,2231.49668242
2013-03-22,2332.0,2314.97,2328.28,0.00173648010835,2369.65,2232.02,0.0,2231.49668242
2013-03-25,2344.89,2319.91,2326.72,-0.000671311587362,2369.65,2232.02,0.0,2231.49668242
2013-03-26,2319.99,2281.12,2297.67,-0.012483694823,2369.65,2232.02,0.0,2231.49668242
2013-03-27,2323.48,2289.0,2301.26,0.00156245307744,2369.65,2232.02,0.0,2231.49668242
2013-03-28,2273.55,2232.91,2236.3,-0.0282267228504,2369.65,2232.02,0.0,2231.49668242
2013-03-29,2246.87,2228.81,2236.62,0.000142646207892,2352.02,2228.81,0.0,2231.49668242
2013-04-01,2243.95,2227.31,2234.4,-0.000995251318842,2352.02,2227.31,0.0,2231.49668242
2013-04-02,2253.42,2220.44,2227.74,-0.00297843487834,2352.02,2220.44,0.0,2231.49668242
2013-04-03,2241.34,2217.25,2225.3,-0.00109752484581,2352.02,2217.25,0.0,2231.49668242
2013-04-08,2212.59,2180.67,2211.59,-0.0061578352533,2344.89,2180.67,0.0,2231.49668242
2013-04-09,2234.73,2215.47,2225.78,0.00641302735767,2344.89,2180.67,0.0,2231.49668242
2013-04-10,2233.04,2212.56,2226.13,0.000157697880514,2344.89,2180.67,0.0,2231.49668242
2013-04-11,2242.48,2217.27,2219.55,-0.00295266305681,2344.89,2180.67,0.0,2231.49668242
2013-04-12,2226.26,2204.44,2206.78,-0.00575476233278,2344.89,2180.67,0.0,2231.49668242
2013-04-15,2204.99,2177.39,2181.94,-0.0112553131712,2344.89,2177.39,0.0,2231.49668242
2013-04-16,2196.43,2165.78,2194.85,0.00591399771396,2344.89,2165.78,0.0,2231.49668242
2013-04-17,2197.51,2178.47,2193.8,-0.000478393472708,2344.89,2165.78,0.0,2231.49668242
2013-04-18,2206.03,2175.44,2197.6,0.00173489239656,2344.89,2165.78,0.0,2231.49668242
2013-04-19,2250.11,2200.58,2244.64,0.0214056048365,2344.89,2165.78,0.0,2231.49668242
2013-04-22,2245.12,2232.26,2242.17,-0.00110217972301,2344.89,2165.78,0.0,2231.49668242
2013-04-23,2242.62,2182.81,2184.54,-0.0257032364643,2344.89,2165.78,0.0,2231.49668242
2013-04-24,2226.12,2184.11,2218.32,0.0154632238029,2323.48,2165.78,0.0,2231.49668242
2013-04-25,2224.63,2191.85,2199.31,-0.00857000664467,2323.48,2165.78,0.0,2231.49668242
2013-04-26,2210.58,2173.86,2177.91,-0.00972806434027,2273.55,2165.78,0.0,2231.49668242
2013-05-02,2179.65,2161.14,2174.12,-0.001739739714,2253.42,2161.14,0.0,2231.49668242
2013-05-03,2222.81,2179.05,2205.5,0.0144306462882,2253.42,2161.14,0.0,2231.49668242
2013-05-06,2236.07,2212.5,2231.17,0.0116386465273,2253.42,2161.14,0.0,2231.49668242
2013-05-07,2240.26,2219.44,2235.58,0.0019760968032,2250.11,2161.14,0.0,2231.49668242
