Time,Price,BuySell,Volume
09:54:01,14.87,B,100
09:54:01,14.87,B,100
09:54:01,14.88,B,15300
09:54:24,14.87,S,500
09:54:25,14.87,S,3000
09:54:25,14.88,B,3000
09:54:27,14.87,S,1000
09:54:28,14.87,S,200
09:54:28,14.88,B,11000
09:54:28,14.88,B,1000
09:54:28,14.88,B,100
09:54:28,14.88,B,1700
09:54:28,14.88,B,6200
09:54:30,14.88,B,3800
09:54:30,14.88,B,400
09:54:30,14.88,B,1000
09:54:30,14.88,S,1000
09:54:51,14.89,B,200
09:54:51,14.89,B,100
09:54:51,14.89,B,1000
09:54:51,14.89,B,300
09:54:51,14.89,B,1000
09:54:51,14.89,B,2500
09:54:51,14.89,B,1000
09:54:51,14.9,B,4200
09:54:51,14.9,B,8100
09:54:51,14.9,B,1000
09:54:51,14.9,B,100
09:54:51,14.9,B,300
09:54:51,14.9,B,200
09:54:55,14.9,B,200
09:54:56,14.9,B,4600
09:54:56,14.9,B,200
09:54:56,14.9,B,1000
09:54:56,14.9,B,100
09:54:56,14.9,B,500
09:54:56,14.9,B,300
09:54:56,14.9,B,700
09:54:59,14.9,S,100
09:55:09,14.91,B,5000
09:55:09,14.91,B,2500
09:55:16,14.92,B,200
09:55:16,14.92,B,1300
09:55:17,14.92,B,2000
09:55:18,14.92,B,300
09:55:20,14.91,S,1000
09:55:25,14.92,B,1400
09:55:25,14.92,B,500
09:55:25,14.92,B,400
09:55:25,14.92,B,700
09:55:25,14.92,B,400
09:55:25,14.92,B,300
09:55:25,14.92,B,2600
09:55:25,14.92,B,2000
09:55:25,14.92,B,1700
09:55:26,14.91,S,1500
09:55:26,14.91,S,1000
09:55:26,14.91,S,500
09:55:27,14.92,B,1000
09:55:29,14.92,B,2000
09:55:34,14.92,B,1090
09:55:34,14.92,B,600
09:55:34,14.92,B,500
09:55:36,14.92,S,2500
09:55:37,14.92,S,300
09:55:38,14.92,S,100
09:55:39,14.92,S,1000
09:55:53,14.93,B,200
09:55:53,14.93,B,1000
09:56:00,14.93,B,500
09:56:00,14.93,B,800
09:56:01,14.93,B,4200
09:56:01,14.93,B,500
09:56:01,14.93,B,1000
09:56:01,14.93,B,2600
09:56:01,14.93,B,1000
09:56:01,14.93,B,700
09:56:02,14.92,S,900
09:56:04,14.93,B,2300
09:56:04,14.93,B,800
09:56:05,14.93,B,600
09:56:06,14.92,S,500
09:56:06,14.92,S,3000
09:56:07,14.93,B,1600
09:56:07,14.93,B,100
09:56:07,14.93,B,1000
09:56:07,14.93,B,300
09:56:07,14.93,B,600
